4.752465826856070441e-01,7.525000000000000577e-01,7.486111111111111160e-01,7.341531749988086109e-01,7.432070707070705939e-01,2.858296928090978684e-01,6.821428571428571619e-01,7.166666666666665630e-01,6.082604764816560428e-01,6.553296703296703773e-01
2.681744574990062580e-01,6.208333333333333481e-01,6.222222222222221211e-01,5.797074349614769195e-01,6.138852813852813117e-01,3.025681295448737207e-01,6.808333333333334014e-01,7.138888888888887951e-01,5.846911078675940399e-01,6.599633699633699058e-01
3.673019086176981252e-01,6.783333333333333437e-01,6.861111111111111160e-01,6.862210491694837877e-01,6.753607503607503837e-01,2.226005997957217208e-01,6.224999999999999423e-01,6.236111111111111160e-01,5.418962712201929044e-01,6.060914085914085314e-01
9.453802936473029717e-02,5.749999999999999556e-01,5.791666666666667185e-01,4.620531305035386893e-01,5.589682539682538920e-01,2.123518586676481357e-01,6.190476190476190688e-01,6.583333333333334370e-01,4.290144339214346791e-01,5.945879120879120627e-01
4.261243634414365600e-01,7.058333333333334236e-01,7.138888888888889062e-01,6.588638944524581875e-01,6.887609612609613130e-01,2.692828782108419028e-01,6.250000000000000000e-01,6.166666666666665853e-01,6.256625809927652826e-01,6.055086580086579406e-01
4.088831163164685090e-01,7.025000000000000133e-01,6.958333333333333037e-01,6.726871103645692962e-01,6.867207792207793426e-01,5.873586169927633716e-01,8.099999999999999423e-01,8.041666666666665853e-01,7.304256334241708837e-01,7.861688311688311837e-01
2.240363729837414331e-01,6.241666666666667584e-01,6.263888888888888840e-01,5.616468994231297307e-01,6.105683205683206660e-01,2.003235651413100005e-01,5.800000000000000711e-01,5.833333333333333703e-01,4.786282059047749504e-01,5.662753912753911711e-01
7.835664335664336289e-01,8.633333333333332860e-01,8.833333333333331927e-01,8.414434443751014348e-01,8.654384504384504684e-01,3.648793311951206708e-01,7.650000000000000133e-01,7.736111111111110272e-01,7.073049730302989335e-01,7.554437229437229728e-01
3.879287379287379434e-01,6.952380952380952106e-01,7.166666666666665630e-01,6.783867565819561296e-01,6.810239760239760187e-01,2.348897479332262006e-01,6.178571428571428825e-01,6.930555555555555358e-01,5.342615058048751919e-01,5.974209124209124422e-01
2.613696060037523639e-01,6.325000000000000622e-01,6.374999999999999556e-01,6.349244910303731837e-01,6.313167388167387761e-01,1.793281750342084480e-01,6.675000000000000933e-01,6.694444444444445086e-01,6.052992286577637548e-01,6.648340548340547773e-01
1.995809068979801371e-01,6.183333333333334014e-01,6.347222222222221877e-01,6.089213443492370592e-01,6.142352092352092452e-01,3.889070685412148731e-01,7.100000000000000755e-01,7.180555555555555580e-01,6.508560486717468452e-01,7.071067821067821280e-01
4.678488489150637863e-01,7.124999999999999112e-01,7.277777777777777457e-01,6.193520432837865686e-01,7.030419580419580150e-01,1.915143863410872505e-01,6.116666666666666918e-01,5.972222222222222099e-01,5.715623961632662065e-01,5.840026640026640958e-01
2.460101057653077405e-01,6.483333333333333171e-01,6.500000000000000222e-01,5.025417817827408928e-01,6.251462426462426336e-01,2.932431453869194793e-01,6.324999999999999512e-01,6.374999999999999556e-01,5.904007678358089706e-01,6.259632034632034436e-01
1.042840483396354073e-01,5.891666666666666163e-01,6.152777777777778123e-01,5.296061130275925288e-01,5.755491730491730795e-01,6.080682475419321026e-02,5.050000000000000044e-01,5.069444444444444198e-01,5.283462152520221888e-01,4.940079365079365070e-01
1.042424242424242198e-01,6.483333333333332060e-01,6.694444444444445086e-01,4.305994423378117775e-01,6.183996558996559534e-01,2.448568098568098539e-01,6.199999999999999956e-01,6.444444444444444864e-01,5.908378374059084504e-01,5.936313686313685611e-01
1.885495011297321777e-01,6.424999999999999600e-01,6.458333333333333703e-01,5.756691682594371473e-01,6.099317349317350256e-01,3.075491175491175677e-01,5.916666666666666741e-01,6.402777777777778345e-01,5.919216325761444963e-01,5.754267954267954233e-01
3.921816394987126531e-01,7.075000000000000178e-01,7.375000000000000444e-01,7.092896976316109825e-01,6.987862137862137502e-01,5.045528345528346170e-01,7.466666666666667007e-01,7.611111111111110716e-01,7.549126020564471684e-01,7.436954711954711916e-01
8.108695652173911195e-02,4.830357142857143460e-01,7.375000000000000444e-01,1.861234446466036585e-01,4.473901098901099660e-01,2.494053415804441953e-01,6.624999999999999778e-01,6.722222222222222765e-01,6.295671589065664486e-01,6.449983349983351433e-01
3.482288725766987114e-01,6.428571428571429047e-01,6.958333333333334147e-01,5.864031093510707615e-01,6.360622710622710896e-01,3.676364982004292625e-01,6.599999999999999201e-01,6.597222222222220989e-01,6.484896547211314033e-01,6.448520923520923986e-01
2.516691151985269714e-01,6.416666666666666075e-01,6.486111111111110272e-01,5.536722620039703502e-01,6.135564435564434538e-01,1.430452777356802097e-01,5.941666666666666208e-01,6.222222222222222321e-01,5.209255643755166254e-01,5.851356976356976158e-01
