6.377027314863286112e-01,7.944592751911830897e-01,8.846385542168675453e-01,7.761317035922310481e-01,8.180174586429058703e-01,6.805017637717858392e-01,8.072510822510821082e-01,9.615318416523235268e-01,7.799491763587674820e-01,8.396429163379514060e-01
6.282211423787431581e-01,7.916744366744367101e-01,8.846098680436028650e-01,7.700547087384285172e-01,8.128151938917727026e-01,5.971322836606789419e-01,8.035531235942420247e-01,8.582185886402753372e-01,7.954503520134873495e-01,7.982724390600441922e-01
7.970493009393810890e-01,8.892042597924950664e-01,9.338927137119910071e-01,8.837940274769946480e-01,8.981768573156591051e-01,3.764203969816856121e-01,6.704255017283187179e-01,8.558376362593229647e-01,6.102179164391288158e-01,6.867058836078173689e-01
2.759379094341916083e-01,6.200156590855094851e-01,7.536001147446931281e-01,5.349102282797527641e-01,6.288606238681181404e-01,1.021497862758530273e-01,5.343153153153152868e-01,8.942914515203673753e-01,2.192267359564860629e-01,5.374196115481002511e-01
8.220506477683610091e-01,9.166394716394716813e-01,9.386546184738955301e-01,9.150233875387853155e-01,9.109389167893986450e-01,5.197025819331854146e-01,7.595899470899470929e-01,7.921256454388985180e-01,7.518331425416521219e-01,7.590788087915318894e-01
3.985528369576877838e-01,6.834427603068535806e-01,7.908491107286288457e-01,6.405071909197936897e-01,6.964852637258210910e-01,3.991079043623531608e-01,6.779681139755766583e-01,8.305794606999427065e-01,6.239609864495726521e-01,6.970347969923269549e-01
3.254435831615713481e-01,6.323593073593073433e-01,9.255306942053931341e-01,4.927704257120326115e-01,6.605945459067297243e-01,8.152441096145637833e-02,5.278708133971291572e-01,9.086775674125071589e-01,1.658840979986708208e-01,5.302008063830356832e-01
8.136473040077767394e-01,9.023509193657218708e-01,9.362593230063108729e-01,8.981272199268568457e-01,9.065890935970098985e-01,6.289148717135131239e-01,8.080296610169492855e-01,8.497131382673550615e-01,8.001102414339424929e-01,8.138120996942047602e-01
2.076939696546832859e-01,5.837713128729752343e-01,8.172690763052209428e-01,4.213909448541858782e-01,5.930326070041957998e-01,3.160986374897768458e-01,6.558568443051202568e-01,6.957687894434881892e-01,6.368683164763937476e-01,6.559530666273538646e-01
2.456564974205938390e-01,6.024245883492460596e-01,8.653471026965002810e-01,4.632625339192054659e-01,6.154118766747329605e-01,3.269770110552618347e-01,6.487339899349876537e-01,7.585197934595524494e-01,5.989239177151791660e-01,6.594720684722276127e-01
1.212196499476947409e-01,5.491187925998052277e-01,9.266637980493401816e-01,2.395928891691174178e-01,5.566096145083230251e-01,3.226561929388133132e-01,6.517409114183305707e-01,7.692053930005737783e-01,5.932062673464042479e-01,6.561903695598602093e-01
5.176545804853859289e-01,7.349658205644121756e-01,8.918531267928857531e-01,6.917084432431247487e-01,7.574764530232941384e-01,5.522732535974435031e-01,7.725852514919011593e-01,8.701233505450371997e-01,7.548276570300381794e-01,7.759255690555245666e-01
2.128874813764161655e-01,5.886093429909278196e-01,8.029116465863455065e-01,4.734575628190277330e-01,5.994734004172940223e-01,3.293359138729715641e-01,6.483082706766917225e-01,9.098106712564544285e-01,5.241484925925561367e-01,6.625308613876589314e-01
3.494028499361165885e-01,6.521388756171363488e-01,8.509323006310959281e-01,5.677499361817083257e-01,6.711128459154449555e-01,1.496938661968083006e-01,5.589077589077589003e-01,9.254876649454963911e-01,2.524380964694001861e-01,5.680792688976824545e-01
5.356512534598818487e-01,7.363545853123858453e-01,8.857860011474469886e-01,6.936669266018606894e-01,7.655901724905941341e-01,3.341744787884407542e-01,6.460217560217561550e-01,8.076878944348824252e-01,5.685941409900182597e-01,6.604428409493630081e-01
4.051490412626247428e-01,6.941118272274988676e-01,8.173407917383821442e-01,6.554296875860641247e-01,7.001985501023793024e-01,3.411050754930374795e-01,6.594444444444444997e-01,7.752438324727480845e-01,6.163715079609600744e-01,6.685422976739749945e-01
